College,Year,Credit Enrollment Count,Credit Success Count,Degree Applicable Enrollment Count,Degree Applicable Success Count,Transferable Enrollment Count,Transferable Success Count
Modesto,2016-2017,96627.0,66099.0,92187.0,63096.0,79957.0,55254.0
Modesto,2017-2018,97073.0,67405.0,91003.0,63505.0,81444.0,57127.0
Modesto,2018-2019,98149.0,67406.0,93501.0,64523.0,84718.0,58826.0
Modesto,2019-2020,87536.0,66457.0,85267.0,64794.0,79627.0,60659.0
Modesto,2020-2021,72727.0,57305.0,71004.0,55962.0,66472.0,52253.0
Modesto,2021-2022,82679.0,53636.0,80557.0,52332.0,74802.0,48344.0
Modesto,2022-2023,86880.0,58476.0,84882.0,57196.0,79140.0,53095.0
Modesto,2023-2024,93786.0,66019.0,91510.0,64451.0,85142.0,59646.0
Monterey,2014-2015,44461.0,31827.0,42496.0,30501.0,34029.0,24084.0
Monterey,2015-2016,43207.0,30769.0,41221.0,29460.0,33603.0,23919.0
Monterey,2016-2017,43038.0,31577.0,40854.0,30170.0,31660.0,22946.0
Monterey,2017-2018,41678.0,30107.0,39917.0,28898.0,32127.0,23173.0
Monterey,2018-2019,40348.0,29047.0,39141.0,28234.0,32229.0,23159.0
Monterey,2019-2020,37056.0,28369.0,36498.0,27935.0,30942.0,23575.0
Monterey,2020-2021,34779.0,26476.0,34485.0,26233.0,28817.0,21593.0
Monterey,2021-2022,31118.0,23328.0,30752.0,23020.0,25668.0,18843.0
Monterey,2022-2023,34654.0,25470.0,34291.0,25184.0,29285.0,21115.0
Monterey,2023-2024,36237.0,27255.0,35805.0,26904.0,30460.0,22403.0
Moorpark,2014-2015,81008.0,60368.0,80169.0,59761.0,72443.0,54447.0
Moorpark,2015-2016,80197.0,60625.0,79539.0,60175.0,72384.0,55457.0
Moorpark,2016-2017,81466.0,61887.0,80861.0,61458.0,69151.0,53150.0
Moorpark,2017-2018,81516.0,62037.0,80885.0,61567.0,68457.0,52727.0
Moorpark,2018-2019,80970.0,62270.0,80471.0,61922.0,67847.0,52610.0
Moorpark,2019-2020,74292.0,60643.0,74016.0,60426.0,61776.0,50452.0
Moorpark,2020-2021,72723.0,58122.0,72498.0,57945.0,57968.0,46145.0
Moorpark,2021-2022,64224.0,50830.0,64066.0,50703.0,50204.0,39449.0
Moorpark,2022-2023,66270.0,52036.0,66137.0,51946.0,49897.0,38720.0
Moorpark,2023-2024,73234.0,57618.0,73092.0,57518.0,53807.0,41700.0
Moreno Valley,2014-2015,41311.0,28754.0,36351.0,25754.0,30325.0,21419.0
Moreno Valley,2015-2016,41447.0,29087.0,36788.0,26210.0,31020.0,21990.0
Moreno Valley,2016-2017,42099.0,29083.0,38368.0,26927.0,32943.0,22954.0
Moreno Valley,2017-2018,45378.0,30399.0,42332.0,28759.0,37565.0,25443.0
Moreno Valley,2018-2019,48342.0,33248.0,45762.0,31802.0,40952.0,28198.0
Moreno Valley,2019-2020,44473.0,32897.0,43247.0,32171.0,39338.0,29126.0
Moreno Valley,2020-2021,40720.0,27759.0,40029.0,27453.0,36256.0,24259.0
Moreno Valley,2021-2022,34904.0,23308.0,34481.0,23079.0,31195.0,20454.0
Moreno Valley,2022-2023,41079.0,27535.0,40566.0,27341.0,36246.0,23769.0
Moreno Valley,2023-2024,47047.0,32610.0,46392.0,32389.0,41695.0,28609.0
Mt San Antonio,2014-2015,182784.0,125900.0,166453.0,116403.0,144944.0,101489.0
Mt San Antonio,2015-2016,181226.0,125811.0,165614.0,116660.0,144949.0,102519.0
Mt San Antonio,2016-2017,180182.0,126656.0,159384.0,113967.0,144599.0,103514.0
Mt San Antonio,2017-2018,180125.0,127480.0,160893.0,115705.0,145381.0,104788.0
Mt San Antonio,2018-2019,178526.0,126708.0,167508.0,120433.0,152557.0,109818.0
Mt San Antonio,2019-2020,159115.0,122550.0,151040.0,117227.0,140767.0,109323.0
Mt San Antonio,2020-2021,137264.0,116665.0,131460.0,112260.0,122231.0,104461.0
Mt San Antonio,2021-2022,151815.0,103823.0,145724.0,100371.0,135560.0,93058.0
Mt San Antonio,2022-2023,160814.0,111941.0,154749.0,108620.0,145437.0,101226.0
Mt San Antonio,2023-2024,176478.0,123871.0,170902.0,120805.0,160876.0,112841.0
Mt. San Jacinto,2014-2015,78762.0,53115.0,75870.0,51121.0,65726.0,45068.0
Mt. San Jacinto,2015-2016,81201.0,54822.0,78119.0,52917.0,67678.0,46768.0
Mt. San Jacinto,2016-2017,82897.0,56628.0,81333.0,55571.0,71330.0,49669.0
Mt. San Jacinto,2017-2018,83015.0,57920.0,81495.0,56909.0,72458.0,51558.0
Mt. San Jacinto,2018-2019,83538.0,57250.0,82618.0,56629.0,75657.0,52842.0
Mt. San Jacinto,2019-2020,76805.0,59627.0,76682.0,59531.0,72501.0,56542.0
Mt. San Jacinto,2020-2021,76129.0,55021.0,76076.0,54976.0,71862.0,52192.0
Mt. San Jacinto,2021-2022,72415.0,49576.0,72371.0,49539.0,69083.0,47540.0
Mt. San Jacinto,2022-2023,84341.0,59543.0,84271.0,59487.0,81165.0,57378.0
Mt. San Jacinto,2023-2024,92938.0,66940.0,92853.0,66863.0,89553.0,64576.0
Napa,2014-2015,35214.0,25565.0,31540.0,23155.0,29873.0,22120.0
Napa,2015-2016,33327.0,24686.0,29950.0,22511.0,28564.0,21624.0
Napa,2016-2017,32617.0,23954.0,29633.0,21976.0,28158.0,21004.0
Napa,2017-2018,31966.0,23937.0,29261.0,22067.0,27968.0,21265.0
Napa,2018-2019,28734.0,21775.0,26712.0,20385.0,25553.0,19646.0
Napa,2019-2020,27030.0,20788.0,26186.0,20265.0,25092.0,19524.0
Napa,2020-2021,25583.0,18344.0,24841.0,17965.0,23826.0,17340.0
Napa,2021-2022,20995.0,14807.0,20435.0,14545.0,19766.0,14148.0
Napa,2022-2023,20916.0,14897.0,20519.0,14694.0,19860.0,14343.0
Napa,2023-2024,20329.0,15417.0,20107.0,15283.0,19597.0,14975.0
Norco College,2014-2015,44876.0,30968.0,40467.0,28075.0,36671.0,25729.0
Norco College,2015-2016,46261.0,32717.0,41956.0,29961.0,37891.0,27485.0
Norco College,2016-2017,47561.0,33041.0,43687.0,30578.0,39481.0,28117.0
Norco College,2017-2018,48881.0,34196.0,46349.0,32735.0,42472.0,30401.0
Norco College,2018-2019,50421.0,35859.0,47897.0,34168.0,45059.0,32312.0
Norco College,2019-2020,49355.0,38421.0,47243.0,36758.0,45357.0,35298.0
Norco College,2020-2021,46465.0,32654.0,44826.0,31618.0,43600.0,30769.0
Norco College,2021-2022,38835.0,27322.0,37711.0,26608.0,36671.0,25808.0
Norco College,2022-2023,44347.0,31285.0,42750.0,30165.0,41907.0,29564.0
Norco College,2023-2024,50163.0,36125.0,48400.0,34918.0,47570.0,34164.0
Ohlone,2014-2015,51756.0,38135.0,45219.0,33631.0,40328.0,29600.0
Ohlone,2015-2016,52519.0,39505.0,45962.0,34802.0,42248.0,31950.0
Ohlone,2016-2017,51376.0,39211.0,45404.0,34993.0,42566.0,32954.0
Ohlone,2017-2018,47914.0,36033.0,43281.0,32868.0,41054.0,31424.0
Ohlone,2018-2019,46304.0,35215.0,43094.0,33094.0,41360.0,31990.0
Ohlone,2019-2020,46785.0,38004.0,42890.0,34539.0,41909.0,33832.0
Ohlone,2020-2021,49020.0,40137.0,43513.0,35075.0,42651.0,34423.0
Ohlone,2021-2022,41688.0,33308.0,36855.0,28802.0,35914.0,28040.0
Ohlone,2022-2023,38922.0,29513.0,38063.0,28862.0,37205.0,28173.0
Ohlone,2023-2024,40767.0,30885.0,39924.0,30272.0,38483.0,29208.0
Orange Coast,2014-2015,132427.0,95195.0,126145.0,91725.0,120765.0,88338.0
Orange Coast,2015-2016,131850.0,95206.0,125699.0,91692.0,120192.0,88321.0
Orange Coast,2016-2017,129347.0,94451.0,121621.0,89609.0,117894.0,87519.0
Orange Coast,2017-2018,128248.0,94103.0,120941.0,89656.0,117076.0,87549.0
Orange Coast,2018-2019,119901.0,88310.0,114686.0,85188.0,111476.0,83457.0
Orange Coast,2019-2020,107808.0,84685.0,104247.0,82261.0,103043.0,81412.0
Orange Coast,2020-2021,102874.0,77367.0,99889.0,75379.0,99006.0,74787.0
Orange Coast,2021-2022,94050.0,70150.0,91898.0,68734.0,91024.0,68133.0
Orange Coast,2022-2023,98083.0,73730.0,96192.0,72478.0,95411.0,71922.0
Orange Coast,2023-2024,100268.0,75147.0,97901.0,73479.0,97798.0,73413.0
Oxnard,2014-2015,34960.0,25078.0,32124.0,23677.0,27420.0,20270.0
Oxnard,2015-2016,34437.0,24676.0,31862.0,23388.0,27336.0,20157.0
Oxnard,2016-2017,34201.0,24552.0,31799.0,23369.0,27144.0,19915.0
Oxnard,2017-2018,35296.0,25418.0,33409.0,24311.0,28691.0,21044.0
Oxnard,2018-2019,36392.0,26410.0,34719.0,25430.0,30387.0,22392.0
Oxnard,2019-2020,34181.0,26759.0,32900.0,25826.0,30164.0,23622.0
Oxnard,2020-2021,31394.0,23422.0,30711.0,22914.0,28232.0,21037.0
Oxnard,2021-2022,26744.0,20377.0,26183.0,19942.0,22686.0,17105.0
Oxnard,2022-2023,28734.0,21721.0,27773.0,21090.0,23739.0,17773.0
Oxnard,2023-2024,32167.0,23759.0,31201.0,23154.0,26581.0,19426.0
Palo Verde,2014-2015,14636.0,10176.0,12967.0,9368.0,8079.0,4846.0
Palo Verde,2015-2016,16761.0,12488.0,15200.0,11724.0,13250.0,9884.0
Palo Verde,2016-2017,14148.0,10523.0,12783.0,9863.0,11061.0,8262.0
Palo Verde,2017-2018,15110.0,11978.0,13894.0,11360.0,11767.0,9322.0
Palo Verde,2018-2019,15287.0,11905.0,14653.0,11600.0,12088.0,9153.0
Palo Verde,2019-2020,15475.0,11937.0,15321.0,11818.0,13655.0,10236.0
Palo Verde,2020-2021,13921.0,10799.0,13861.0,10763.0,12422.0,9392.0
Palo Verde,2021-2022,15171.0,12237.0,15144.0,12222.0,14819.0,11938.0
Palo Verde,2022-2023,14780.0,11588.0,14738.0,11553.0,14329.0,11214.0
Palo Verde,2023-2024,16116.0,12583.0,16034.0,12503.0,15712.0,12229.0
Palomar,2014-2015,127045.0,89143.0,121812.0,85920.0,105561.0,74271.0
Palomar,2015-2016,121882.0,85917.0,116740.0,82583.0,102605.0,72627.0
Palomar,2016-2017,122414.0,86845.0,117606.0,83860.0,102824.0,72827.0
Palomar,2017-2018,121465.0,85504.0,118042.0,83456.0,104506.0,73865.0
Palomar,2018-2019,121240.0,85019.0,118764.0,83644.0,107050.0,75743.0
Palomar,2019-2020,115144.0,84931.0,112516.0,83310.0,102853.0,75649.0
Palomar,2020-2021,92239.0,75226.0,90375.0,73890.0,82208.0,66657.0
Palomar,2021-2022,91751.0,65680.0,89900.0,64617.0,83090.0,59095.0
Palomar,2022-2023,91982.0,66781.0,90001.0,65692.0,84821.0,60895.0
Palomar,2023-2024,95988.0,70440.0,93977.0,69380.0,89099.0,64878.0
Pasadena,2014-2015,153981.0,106743.0,142092.0,99419.0,123607.0,86588.0
Pasadena,2015-2016,156563.0,109905.0,144119.0,102187.0,123826.0,87591.0
Pasadena,2016-2017,171429.0,123612.0,158596.0,115434.0,135485.0,98653.0
Pasadena,2017-2018,168768.0,121562.0,157986.0,114979.0,136706.0,99341.0
Pasadena,2018-2019,165274.0,119285.0,160596.0,116472.0,141279.0,102434.0
Pasadena,2019-2020,146583.0,117397.0,144662.0,116182.0,130194.0,104349.0
Pasadena,2020-2021,149744.0,107749.0,148214.0,106919.0,134168.0,96229.0
Pasadena,2021-2022,105540.0,75283.0,104510.0,74720.0,93588.0,66185.0
Pasadena,2022-2023,113639.0,81211.0,112857.0,80828.0,101375.0,72010.0
Pasadena,2023-2024,143457.0,104915.0,141971.0,103977.0,129781.0,94504.0
Porterville,2014-2015,21313.0,14803.0,18163.0,12915.0,16216.0,11637.0
Porterville,2015-2016,21880.0,15376.0,18676.0,13447.0,16620.0,12078.0
Porterville,2016-2017,21818.0,15758.0,19444.0,14326.0,17313.0,12764.0
Porterville,2017-2018,21613.0,16077.0,19426.0,14639.0,17290.0,13090.0
Porterville,2018-2019,23555.0,17920.0,21950.0,16906.0,19862.0,15298.0
Porterville,2019-2020,23682.0,18324.0,22856.0,17813.0,21577.0,16787.0
Porterville,2020-2021,19988.0,14503.0,19395.0,14217.0,18375.0,13380.0
Porterville,2021-2022,18423.0,13267.0,17872.0,12987.0,17042.0,12296.0
Porterville,2022-2023,21248.0,15825.0,20679.0,15528.0,19803.0,14836.0
Porterville,2023-2024,23932.0,17069.0,23425.0,16793.0,22610.0,16177.0
Redwoods,2014-2015,25763.0,18146.0,24773.0,17523.0,21190.0,15192.0
Redwoods,2015-2016,25118.0,18391.0,24542.0,18030.0,21368.0,15860.0
Redwoods,2016-2017,25435.0,18387.0,24906.0,18055.0,21992.0,16111.0
Redwoods,2017-2018,23983.0,17447.0,23469.0,17142.0,20588.0,15146.0
Redwoods,2018-2019,24822.0,18454.0,24551.0,18286.0,22514.0,16905.0
Redwoods,2019-2020,24663.0,18300.0,24599.0,18245.0,23430.0,17345.0
Redwoods,2020-2021,19488.0,14072.0,19445.0,14039.0,18698.0,13454.0
Redwoods,2021-2022,18166.0,13732.0,18127.0,13703.0,17514.0,13200.0
Redwoods,2022-2023,20799.0,15902.0,20745.0,15864.0,19761.0,15068.0
Redwoods,2023-2024,22382.0,17029.0,22308.0,16969.0,21409.0,16222.0
Reedley College,2014-2015,77753.0,53208.0,72611.0,50090.0,64613.0,45243.0
Reedley College,2015-2016,48622.0,33402.0,44559.0,30864.0,38895.0,27511.0
Reedley College,2016-2017,50073.0,35971.0,46123.0,33401.0,40307.0,29778.0
Reedley College,2017-2018,51393.0,36843.0,48199.0,34823.0,43308.0,31941.0
Reedley College,2018-2019,55760.0,40973.0,52957.0,39095.0,49963.0,37188.0
Reedley College,2019-2020,55134.0,41626.0,52717.0,40105.0,51612.0,39232.0
Reedley College,2020-2021,31973.0,24430.0,31218.0,24038.0,30412.0,23313.0
Reedley College,2021-2022,28707.0,21352.0,28077.0,20986.0,27349.0,20340.0
Reedley College,2022-2023,33009.0,24814.0,32295.0,24340.0,31498.0,23614.0
Reedley College,2023-2024,35706.0,26956.0,34794.0,26319.0,33852.0,25445.0
Rio Hondo,2014-2015,91351.0,61659.0,81009.0,55313.0,65399.0,44068.0
Rio Hondo,2015-2016,92134.0,63313.0,82883.0,57922.0,65738.0,44695.0
Rio Hondo,2016-2017,92062.0,64823.0,83694.0,59856.0,66051.0,45349.0
Rio Hondo,2017-2018,95723.0,68122.0,88053.0,63678.0,69166.0,47330.0
Rio Hondo,2018-2019,96914.0,67732.0,91847.0,64837.0,71849.0,47961.0
Rio Hondo,2019-2020,84118.0,64022.0,81293.0,62257.0,68008.0,50260.0
Rio Hondo,2020-2021,72039.0,54401.0,69784.0,52972.0,60830.0,44636.0
Rio Hondo,2021-2022,71567.0,47292.0,69493.0,46229.0,60073.0,37588.0
Rio Hondo,2022-2023,78135.0,53639.0,76368.0,52682.0,62990.0,39663.0
Rio Hondo,2023-2024,85913.0,55930.0,84317.0,55173.0,70552.0,41784.0
Riverside,2014-2015,99417.0,65867.0,91526.0,61720.0,80203.0,54443.0
Riverside,2015-2016,101815.0,68344.0,93579.0,63792.0,82304.0,56457.0
Riverside,2016-2017,107073.0,71438.0,98823.0,66868.0,87408.0,59658.0
Riverside,2017-2018,111020.0,73704.0,104273.0,70353.0,92990.0,63246.0
Riverside,2018-2019,113975.0,76640.0,108963.0,74029.0,98902.0,67382.0
Riverside,2019-2020,104719.0,76485.0,100922.0,74046.0,95034.0,69563.0
Riverside,2020-2021,107800.0,72133.0,103853.0,69684.0,99472.0,66495.0
Riverside,2021-2022,94851.0,62686.0,92153.0,60959.0,87629.0,57621.0
Riverside,2022-2023,101959.0,68365.0,98852.0,66340.0,94993.0,63139.0
Riverside,2023-2024,110946.0,75710.0,107349.0,73427.0,102826.0,69540.0
Sacramento City,2014-2015,113823.0,74550.0,104488.0,69057.0,84640.0,56832.0
Sacramento City,2015-2016,109583.0,73137.0,100726.0,67922.0,81785.0,56012.0
Sacramento City,2016-2017,103057.0,69082.0,95134.0,64245.0,77798.0,53445.0
Sacramento City,2017-2018,99965.0,69038.0,92498.0,64359.0,76033.0,53471.0
Sacramento City,2018-2019,100104.0,69804.0,94722.0,66400.0,80042.0,56462.0
Sacramento City,2019-2020,90659.0,68070.0,87516.0,65748.0,76456.0,57624.0
Sacramento City,2020-2021,88831.0,61414.0,86723.0,59954.0,77644.0,53935.0
Sacramento City,2021-2022,80556.0,55389.0,79053.0,54344.0,71068.0,48919.0
Sacramento City,2022-2023,81078.0,56760.0,79721.0,55842.0,73351.0,51148.0
Sacramento City,2023-2024,87270.0,61542.0,85740.0,60448.0,78274.0,55107.0
Saddleback,2014-2015,109415.0,79015.0,103375.0,74626.0,87292.0,63606.0
Saddleback,2015-2016,106339.0,78726.0,98385.0,73528.0,85654.0,64019.0
Saddleback,2016-2017,103878.0,77081.0,96611.0,72532.0,83966.0,63274.0
Saddleback,2017-2018,101600.0,75797.0,95249.0,71694.0,83932.0,63711.0
Saddleback,2018-2019,99122.0,75658.0,95138.0,73248.0,85244.0,65897.0
Saddleback,2019-2020,99292.0,78502.0,97175.0,76998.0,89209.0,70888.0
Saddleback,2020-2021,93944.0,73630.0,92226.0,72415.0,85923.0,67447.0
Saddleback,2021-2022,86668.0,65338.0,85286.0,64505.0,79529.0,60165.0
Saddleback,2022-2023,88137.0,65224.0,87131.0,64684.0,82240.0,61085.0
Saddleback,2023-2024,94387.0,72390.0,93460.0,71873.0,89263.0,68586.0
San Bernardino,2014-2015,69339.0,44960.0,61545.0,40642.0,51304.0,34097.0
San Bernardino,2015-2016,67740.0,45174.0,59914.0,40609.0,50514.0,34445.0
San Bernardino,2016-2017,66096.0,44378.0,58174.0,39695.0,49340.0,34140.0
San Bernardino,2017-2018,69786.0,46693.0,61686.0,41957.0,52033.0,35844.0
San Bernardino,2018-2019,67807.0,46013.0,60501.0,41508.0,50522.0,34939.0
San Bernardino,2019-2020,65173.0,45024.0,62514.0,43388.0,53651.0,37723.0
San Bernardino,2020-2021,58182.0,37695.0,56194.0,36686.0,50153.0,32835.0
San Bernardino,2021-2022,50058.0,31982.0,48547.0,31195.0,42607.0,27194.0
San Bernardino,2022-2023,52315.0,34038.0,50601.0,33056.0,44942.0,28973.0
San Bernardino,2023-2024,62504.0,42651.0,60632.0,41452.0,54256.0,36559.0
San Diego City,2014-2015,75753.0,50742.0,65042.0,44323.0,61458.0,42208.0
San Diego City,2015-2016,76464.0,51835.0,66156.0,45663.0,62124.0,43087.0
San Diego City,2016-2017,75034.0,50921.0,65730.0,45350.0,61514.0,42656.0
San Diego City,2017-2018,70899.0,48635.0,62624.0,43825.0,58830.0,41273.0
San Diego City,2018-2019,65096.0,45572.0,59209.0,42052.0,55256.0,39309.0
San Diego City,2019-2020,58808.0,44158.0,55388.0,41920.0,52314.0,39679.0
San Diego City,2020-2021,55480.0,38848.0,52635.0,37153.0,49905.0,35282.0
San Diego City,2021-2022,51211.0,35063.0,48944.0,33769.0,46473.0,32085.0
San Diego City,2022-2023,48504.0,33983.0,46309.0,32659.0,44445.0,31391.0
San Diego City,2023-2024,190519.0,136236.0,181122.0,130261.0,176478.0,126214.0
San Diego Mesa,2014-2015,118692.0,83431.0,109715.0,77739.0,104106.0,73891.0
San Diego Mesa,2015-2016,115747.0,82116.0,107196.0,76505.0,102222.0,72997.0
San Diego Mesa,2016-2017,116743.0,83297.0,109826.0,79086.0,105614.0,76204.0
San Diego Mesa,2017-2018,115856.0,83634.0,110012.0,79936.0,105613.0,76891.0
San Diego Mesa,2018-2019,108691.0,78325.0,105062.0,75965.0,100794.0,73165.0
San Diego Mesa,2019-2020,95972.0,76069.0,93384.0,74251.0,90819.0,72328.0
San Diego Mesa,2020-2021,94798.0,70859.0,92725.0,69585.0,90136.0,67658.0
San Diego Mesa,2021-2022,83138.0,60280.0,81453.0,59279.0,79340.0,57726.0
San Diego Mesa,2022-2023,87188.0,65338.0,85153.0,64157.0,83726.0,62986.0
San Diego Mesa,2023-2024,328811.0,248120.0,321395.0,243303.0,316913.0,239378.0
San Diego Miramar,2014-2015,52838.0,39742.0,46960.0,35359.0,42303.0,31319.0
San Diego Miramar,2015-2016,56283.0,42866.0,50211.0,38221.0,45227.0,33825.0
San Diego Miramar,2016-2017,62206.0,47526.0,56236.0,42927.0,50657.0,37936.0
San Diego Miramar,2017-2018,68062.0,52746.0,62215.0,48173.0,57111.0,43633.0
San Diego Miramar,2018-2019,65621.0,51154.0,60978.0,47500.0,55924.0,43000.0
San Diego Miramar,2019-2020,57101.0,46964.0,54450.0,44795.0,51227.0,41979.0
San Diego Miramar,2020-2021,54488.0,42225.0,52673.0,40854.0,49641.0,38206.0
San Diego Miramar,2021-2022,51529.0,40255.0,47614.0,36624.0,43338.0,32418.0
San Diego Miramar,2022-2023,50525.0,39980.0,46850.0,36539.0,44917.0,34679.0
San Diego Miramar,2023-2024,194719.0,155110.0,180460.0,141896.0,173416.0,134883.0
San Francisco,2014-2015,124784.0,88088.0,117377.0,83552.0,111152.0,79869.0
San Francisco,2015-2016,119698.0,86819.0,112941.0,82529.0,107000.0,78829.0
San Francisco,2016-2017,105557.0,78525.0,100600.0,75289.0,95031.0,71719.0
San Francisco,2017-2018,129444.0,94440.0,125648.0,92008.0,119247.0,88252.0
San Francisco,2018-2019,130392.0,94728.0,127969.0,93230.0,123487.0,90810.0
San Francisco,2019-2020,107261.0,81255.0,105418.0,79937.0,102177.0,78050.0
San Francisco,2020-2021,86726.0,74666.0,85174.0,73349.0,82929.0,71627.0
San Francisco,2021-2022,81939.0,63010.0,80831.0,62194.0,79376.0,61175.0
San Francisco,2022-2023,83225.0,58394.0,81910.0,57546.0,81910.0,57546.0
San Francisco,2023-2024,88447.0,64874.0,87062.0,64027.0,87035.0,64006.0
San Joaquin Delta,2014-2015,111506.0,72780.0,102843.0,67899.0,92585.0,60869.0
San Joaquin Delta,2015-2016,106158.0,70320.0,97698.0,65388.0,88041.0,58890.0
San Joaquin Delta,2016-2017,102457.0,69237.0,94544.0,64463.0,85327.0,58038.0
San Joaquin Delta,2017-2018,99520.0,67765.0,93788.0,64394.0,84706.0,58545.0
San Joaquin Delta,2018-2019,100910.0,68736.0,96119.0,65747.0,87034.0,59983.0
San Joaquin Delta,2019-2020,95456.0,66999.0,92112.0,64588.0,87850.0,61821.0
San Joaquin Delta,2020-2021,85728.0,64641.0,82822.0,62435.0,79373.0,59943.0
San Joaquin Delta,2021-2022,83247.0,57592.0,80743.0,55898.0,77470.0,53638.0
San Joaquin Delta,2022-2023,83991.0,59935.0,82310.0,58651.0,79820.0,56599.0
San Joaquin Delta,2023-2024,98671.0,70625.0,96818.0,69216.0,93218.0,66199.0
San Jose City,2014-2015,41584.0,29639.0,35875.0,25877.0,31775.0,22882.0
San Jose City,2015-2016,38977.0,27531.0,34087.0,24442.0,30472.0,21964.0
San Jose City,2016-2017,37950.0,27663.0,33082.0,24334.0,29378.0,21647.0
San Jose City,2017-2018,40592.0,29744.0,36516.0,26968.0,31920.0,23523.0
San Jose City,2018-2019,40858.0,29521.0,37098.0,26882.0,33239.0,24080.0
San Jose City,2019-2020,38831.0,28696.0,36096.0,26805.0,33774.0,25148.0
San Jose City,2020-2021,37198.0,27093.0,35125.0,25634.0,33037.0,24115.0
San Jose City,2021-2022,31858.0,22984.0,30266.0,21938.0,28479.0,20592.0
San Jose City,2022-2023,33927.0,23428.0,32316.0,22409.0,30416.0,21013.0
San Jose City,2023-2024,38342.0,26543.0,36722.0,25465.0,34622.0,23845.0
San Mateo,2014-2015,45197.0,32013.0,41912.0,30052.0,37848.0,27080.0
San Mateo,2015-2016,45101.0,32427.0,42140.0,30543.0,38538.0,28027.0
San Mateo,2016-2017,45744.0,33143.0,43065.0,31449.0,40323.0,29476.0
San Mateo,2017-2018,45050.0,32966.0,42865.0,31603.0,40182.0,29642.0
San Mateo,2018-2019,43411.0,31526.0,41772.0,30463.0,39051.0,28555.0
San Mateo,2019-2020,38622.0,29079.0,37043.0,28021.0,35452.0,26685.0
San Mateo,2020-2021,32164.0,26813.0,31381.0,26284.0,30042.0,25050.0
San Mateo,2021-2022,31568.0,24670.0,30679.0,24087.0,29240.0,22788.0
San Mateo,2022-2023,35881.0,26270.0,34673.0,25508.0,33502.0,24455.0
San Mateo,2023-2024,41162.0,30462.0,39415.0,29367.0,38374.0,28415.0
Santa Ana,2014-2015,127768.0,95695.0,119320.0,90045.0,85183.0,58686.0
Santa Ana,2015-2016,124010.0,95069.0,118902.0,91734.0,79704.0,55938.0
Santa Ana,2016-2017,119489.0,90302.0,114307.0,87053.0,81632.0,57291.0
Santa Ana,2017-2018,124638.0,92204.0,119627.0,89172.0,83108.0,57792.0
Santa Ana,2018-2019,135541.0,106174.0,132267.0,104309.0,88187.0,63396.0
Santa Ana,2019-2020,117454.0,89412.0,116471.0,88520.0,87881.0,63132.0
Santa Ana,2020-2021,91312.0,70608.0,91136.0,70459.0,69436.0,51197.0
Santa Ana,2021-2022,93454.0,70694.0,93296.0,70553.0,67903.0,47272.0
Santa Ana,2022-2023,99432.0,72742.0,99268.0,72590.0,76444.0,51838.0
Santa Ana,2023-2024,109554.0,82891.0,109463.0,82814.0,84620.0,59578.0
Santa Barbara,2014-2015,114430.0,83508.0,109520.0,80287.0,99673.0,72966.0
Santa Barbara,2015-2016,111132.0,81875.0,106597.0,78923.0,96763.0,71617.0
Santa Barbara,2016-2017,98807.0,74169.0,95065.0,71783.0,89763.0,67435.0
Santa Barbara,2017-2018,95651.0,72146.0,92257.0,70022.0,87511.0,66115.0
Santa Barbara,2018-2019,89098.0,66508.0,87190.0,65243.0,82896.0,62000.0
Santa Barbara,2019-2020,84582.0,64112.0,83509.0,63407.0,81069.0,61365.0
Santa Barbara,2020-2021,73040.0,53445.0,72011.0,52809.0,69853.0,51021.0
Santa Barbara,2021-2022,71391.0,52454.0,70098.0,51703.0,62239.0,45390.0
Santa Barbara,2022-2023,72578.0,53697.0,71554.0,53113.0,31101.0,22273.0
Santa Barbara,2023-2024,72334.0,54270.0,71201.0,53595.0,69994.0,52551.0
Santa Monica,2014-2015,183557.0,125800.0,169584.0,117797.0,158016.0,110893.0
Santa Monica,2015-2016,184223.0,126321.0,170652.0,118665.0,159073.0,111754.0
Santa Monica,2016-2017,181962.0,125951.0,169986.0,119429.0,158166.0,111919.0
Santa Monica,2017-2018,175534.0,122910.0,166926.0,118132.0,154037.0,110280.0
Santa Monica,2018-2019,172736.0,120651.0,169193.0,118629.0,154007.0,109697.0
Santa Monica,2019-2020,157068.0,120087.0,152769.0,117507.0,142418.0,110404.0
Santa Monica,2020-2021,148037.0,112365.0,145407.0,110871.0,135400.0,104000.0
Santa Monica,2021-2022,129752.0,97430.0,128692.0,96665.0,119780.0,90776.0
Santa Monica,2022-2023,141089.0,96693.0,140301.0,96121.0,130709.0,90740.0
Santa Monica,2023-2024,135680.0,102086.0,134953.0,101554.0,126102.0,95697.0
Santa Rosa,2014-2015,121167.0,87326.0,114190.0,82252.0,95947.0,69099.0
Santa Rosa,2015-2016,117549.0,85524.0,111226.0,80958.0,94566.0,68934.0
Santa Rosa,2016-2017,110123.0,80838.0,104349.0,76534.0,89165.0,65477.0
Santa Rosa,2017-2018,108029.0,80003.0,103142.0,76164.0,87892.0,64918.0
Santa Rosa,2018-2019,101834.0,75178.0,97473.0,71765.0,85369.0,63049.0
Santa Rosa,2019-2020,91419.0,68954.0,88458.0,66523.0,78897.0,59540.0
Santa Rosa,2020-2021,84955.0,63360.0,82365.0,61204.0,73441.0,54400.0
