College,Year,Student Count,EOPS Student Count
Porterville,2018-2019,5530,732
Porterville,2019-2020,5916,757
Porterville,2020-2021,5227,558
Porterville,2021-2022,4622,608
Porterville,2022-2023,5240,679
Porterville,2023-2024,6011,773
Redwoods,2014-2015,7044,893
Redwoods,2015-2016,7191,815
Redwoods,2016-2017,7826,743
Redwoods,2017-2018,7271,680
Redwoods,2018-2019,7265,777
Redwoods,2019-2020,6787,673
Redwoods,2020-2021,5172,483
Redwoods,2021-2022,5244,529
Redwoods,2022-2023,5917,506
Redwoods,2023-2024,6229,588
Reedley College,2014-2015,20757,654
Reedley College,2015-2016,16065,876
Reedley College,2016-2017,15637,998
Reedley College,2017-2018,16805,1005
Reedley College,2018-2019,18320,1076
Reedley College,2019-2020,19144,1056
Reedley College,2020-2021,12743,681
Reedley College,2021-2022,10189,542
Reedley College,2022-2023,12288,664
Reedley College,2023-2024,14316,897
Rio Hondo,2014-2015,27906,991
Rio Hondo,2015-2016,28208,1195
Rio Hondo,2016-2017,28996,1415
Rio Hondo,2017-2018,30967,1564
Rio Hondo,2018-2019,31573,1635
Rio Hondo,2019-2020,28743,1603
Rio Hondo,2020-2021,24019,1150
Rio Hondo,2021-2022,22083,996
Rio Hondo,2022-2023,24964,969
Rio Hondo,2023-2024,30489,1027
Riverside,2014-2015,26924,501
Riverside,2015-2016,27773,597
Riverside,2016-2017,29310,939
Riverside,2017-2018,30009,1031
Riverside,2018-2019,30593,1037
Riverside,2019-2020,30904,1139
Riverside,2020-2021,27634,1254
Riverside,2021-2022,23592,1151
Riverside,2022-2023,25934,1205
Riverside,2023-2024,27475,1308
Sacramento City,2014-2015,33307,1088
Sacramento City,2015-2016,32816,1092
Sacramento City,2016-2017,31685,1133
Sacramento City,2017-2018,31562,1132
Sacramento City,2018-2019,30866,1222
Sacramento City,2019-2020,30192,1121
Sacramento City,2020-2021,27779,975
Sacramento City,2021-2022,24705,870
Sacramento City,2022-2023,24556,802
Sacramento City,2023-2024,27264,1039
Saddleback,2014-2015,37087,366
Saddleback,2015-2016,37550,421
Saddleback,2016-2017,39307,506
Saddleback,2017-2018,39815,518
Saddleback,2018-2019,39929,500
Saddleback,2019-2020,41010,533
Saddleback,2020-2021,32473,490
Saddleback,2021-2022,32085,427
Saddleback,2022-2023,33106,504
Saddleback,2023-2024,36834,474
San Bernardino,2014-2015,17145,784
San Bernardino,2015-2016,17462,822
San Bernardino,2016-2017,17824,860
San Bernardino,2017-2018,19351,825
San Bernardino,2018-2019,19351,866
San Bernardino,2019-2020,19613,765
San Bernardino,2020-2021,14871,589
San Bernardino,2021-2022,13729,395
San Bernardino,2022-2023,14557,285
San Bernardino,2023-2024,17810,425
San Diego Adult,2014-2015,36074,0
San Diego Adult,2015-2016,35072,0
San Diego Adult,2016-2017,33743,0
San Diego Adult,2017-2018,32911,0
San Diego Adult,2018-2019,32091,0
San Diego Adult,2019-2020,26852,0
San Diego Adult,2020-2021,16725,0
San Diego Adult,2021-2022,17519,0
San Diego Adult,2022-2023,21433,0
San Diego Adult,2023-2024,23331,0
San Diego City,2014-2015,24072,1357
San Diego City,2015-2016,24858,1284
San Diego City,2016-2017,25286,1232
San Diego City,2017-2018,24157,1237
San Diego City,2018-2019,22880,1609
San Diego City,2019-2020,21555,1028
San Diego City,2020-2021,20209,1022
San Diego City,2021-2022,17597,896
San Diego City,2022-2023,17542,1019
San Diego City,2023-2024,19024,877
San Diego Mesa,2014-2015,34372,614
San Diego Mesa,2015-2016,34989,668
San Diego Mesa,2016-2017,34232,737
San Diego Mesa,2017-2018,34877,1097
San Diego Mesa,2018-2019,33056,700
San Diego Mesa,2019-2020,31317,778
San Diego Mesa,2020-2021,27222,762
San Diego Mesa,2021-2022,24443,829
San Diego Mesa,2022-2023,25851,743
San Diego Mesa,2023-2024,27525,695
San Diego Miramar,2014-2015,19156,439
San Diego Miramar,2015-2016,20872,521
San Diego Miramar,2016-2017,23704,569
San Diego Miramar,2017-2018,26014,858
San Diego Miramar,2018-2019,25031,627
San Diego Miramar,2019-2020,21587,565
San Diego Miramar,2020-2021,19566,494
San Diego Miramar,2021-2022,18742,471
San Diego Miramar,2022-2023,19190,453
San Diego Miramar,2023-2024,20640,527
San Francisco,2014-2015,36241,1038
San Francisco,2015-2016,36132,1165
San Francisco,2016-2017,33940,1090
San Francisco,2017-2018,39541,1204
San Francisco,2018-2019,40076,1222
San Francisco,2019-2020,35645,1241
San Francisco,2020-2021,30456,1184
San Francisco,2021-2022,28544,1193
San Francisco,2022-2023,30360,1119
San Francisco,2023-2024,34764,1175
San Francisco Ctrs,2014-2015,33009,0
San Francisco Ctrs,2015-2016,31173,0
San Francisco Ctrs,2016-2017,28132,0
San Francisco Ctrs,2017-2018,28584,0
San Francisco Ctrs,2018-2019,25853,0
San Francisco Ctrs,2019-2020,19828,0
San Joaquin Delta,2014-2015,24201,969
San Joaquin Delta,2015-2016,24142,942
San Joaquin Delta,2016-2017,24054,917
San Joaquin Delta,2017-2018,23802,1016
San Joaquin Delta,2018-2019,23913,1013
San Joaquin Delta,2019-2020,26213,1139
San Joaquin Delta,2020-2021,25590,1178
San Joaquin Delta,2021-2022,24174,869
San Joaquin Delta,2022-2023,23566,739
San Joaquin Delta,2023-2024,26962,868
San Jose City,2014-2015,12912,636
San Jose City,2015-2016,12658,805
San Jose City,2016-2017,12183,787
San Jose City,2017-2018,14320,793
San Jose City,2018-2019,14941,875
San Jose City,2019-2020,14346,839
San Jose City,2020-2021,12480,712
San Jose City,2021-2022,11072,665
San Jose City,2022-2023,10938,775
San Jose City,2023-2024,12946,784
San Mateo,2014-2015,13895,362
San Mateo,2015-2016,13763,387
San Mateo,2016-2017,13948,404
San Mateo,2017-2018,14145,408
San Mateo,2018-2019,13537,411
San Mateo,2019-2020,12466,478
San Mateo,2020-2021,13093,356
San Mateo,2021-2022,11851,326
San Mateo,2022-2023,11902,390
San Mateo,2023-2024,13741,372
Santa Ana,2014-2015,62542,1192
Santa Ana,2015-2016,62286,1348
Santa Ana,2016-2017,59788,1473
Santa Ana,2017-2018,61802,1529
Santa Ana,2018-2019,59725,1626
Santa Ana,2019-2020,52603,1543
Santa Ana,2020-2021,40616,909
Santa Ana,2021-2022,41095,685
Santa Ana,2022-2023,45458,862
Santa Ana,2023-2024,50769,1209
Santa Barbara,2014-2015,26506,1225
Santa Barbara,2015-2016,26668,1091
Santa Barbara,2016-2017,25238,1114
Santa Barbara,2017-2018,24073,1141
Santa Barbara,2018-2019,22881,1188
Santa Barbara,2019-2020,21252,1222
Santa Barbara,2020-2021,20490,844
Santa Barbara,2021-2022,20729,736
Santa Barbara,2022-2023,23101,931
Santa Barbara,2023-2024,24877,1019
Santa Barbara Cont,2014-2015,4558,0
Santa Monica,2014-2015,45294,882
Santa Monica,2015-2016,45553,1066
Santa Monica,2016-2017,45363,1155
Santa Monica,2017-2018,44508,1020
Santa Monica,2018-2019,43106,943
Santa Monica,2019-2020,41884,864
Santa Monica,2020-2021,38406,571
Santa Monica,2021-2022,33697,609
Santa Monica,2022-2023,32827,637
Santa Monica,2023-2024,34150,580
Santa Rosa,2014-2015,38313,581
Santa Rosa,2015-2016,38794,656
Santa Rosa,2016-2017,37970,726
Santa Rosa,2017-2018,38367,733
Santa Rosa,2018-2019,36632,740
Santa Rosa,2019-2020,34266,801
Santa Rosa,2020-2021,28689,723
Santa Rosa,2021-2022,26304,660
Santa Rosa,2022-2023,27774,717
Santa Rosa,2023-2024,29444,719
Santiago Canyon,2014-2015,26766,316
Santiago Canyon,2015-2016,26781,364
Santiago Canyon,2016-2017,28431,399
Santiago Canyon,2017-2018,28614,412
Santiago Canyon,2018-2019,26590,384
Santiago Canyon,2019-2020,24111,358
Santiago Canyon,2020-2021,23929,281
Santiago Canyon,2021-2022,22146,211
Santiago Canyon,2022-2023,21877,183
Santiago Canyon,2023-2024,22055,208
Sequoias,2014-2015,14783,993
Sequoias,2015-2016,15621,1066
Sequoias,2016-2017,16437,1070
Sequoias,2017-2018,16892,1103
Sequoias,2018-2019,16734,1132
Sequoias,2019-2020,17147,1185
Sequoias,2020-2021,15966,1177
Sequoias,2021-2022,15405,1188
Sequoias,2022-2023,16657,1186
Sequoias,2023-2024,17800,1190
Shasta,2014-2015,12569,711
Shasta,2015-2016,13445,792
Shasta,2016-2017,13994,807
Shasta,2017-2018,13845,941
Shasta,2018-2019,13484,885
Shasta,2019-2020,13163,945
Shasta,2020-2021,10768,815
Shasta,2021-2022,10615,783
Shasta,2022-2023,11385,868
Shasta,2023-2024,12556,917
Sierra,2014-2015,25172,616
Sierra,2015-2016,25095,666
Sierra,2016-2017,24627,711
Sierra,2017-2018,25515,742
Sierra,2018-2019,26054,803
Sierra,2019-2020,25745,834
Sierra,2020-2021,21780,732
Sierra,2021-2022,20977,726
Sierra,2022-2023,21969,689
Sierra,2023-2024,24231,933
Siskiyous,2014-2015,5387,276
Siskiyous,2015-2016,5566,269
Siskiyous,2016-2017,6421,260
Siskiyous,2017-2018,6372,259
Siskiyous,2018-2019,5381,218
Siskiyous,2019-2020,4851,213
Siskiyous,2020-2021,2714,143
Siskiyous,2021-2022,3093,119
Siskiyous,2022-2023,2469,123
Siskiyous,2023-2024,2662,160
Skyline,2014-2015,16093,397
Skyline,2015-2016,15689,398
Skyline,2016-2017,15218,360
Skyline,2017-2018,14757,428
Skyline,2018-2019,14551,376
Skyline,2019-2020,14547,311
Skyline,2020-2021,15983,197
Skyline,2021-2022,14249,150
Skyline,2022-2023,14133,152
Skyline,2023-2024,15588,231
Solano,2014-2015,14405,392
Solano,2015-2016,14154,335
Solano,2016-2017,13968,270
Solano,2017-2018,13677,206
Solano,2018-2019,13658,208
Solano,2019-2020,13376,251
Solano,2020-2021,12060,201
Solano,2021-2022,10330,165
Solano,2022-2023,11006,210
Solano,2023-2024,11847,267
Southwestern,2014-2015,26820,1907
Southwestern,2015-2016,26675,2000
Southwestern,2016-2017,26913,2218
Southwestern,2017-2018,27570,2301
Southwestern,2018-2019,28117,2141
Southwestern,2019-2020,28976,2186
Southwestern,2020-2021,25028,2077
Southwestern,2021-2022,23030,1708
Southwestern,2022-2023,24863,1889
Southwestern,2023-2024,27896,1945
Taft,2014-2015,9677,228
Taft,2015-2016,8857,252
Taft,2016-2017,9565,297
Taft,2017-2018,9524,310
Taft,2018-2019,9067,323
Taft,2019-2020,8456,349
Taft,2020-2021,5636,242
Taft,2021-2022,6211,221
Taft,2022-2023,6512,212
Taft,2023-2024,7397,301
Ventura,2014-2015,18672,717
Ventura,2015-2016,19079,741
Ventura,2016-2017,18986,703
Ventura,2017-2018,19170,773
Ventura,2018-2019,18984,725
Ventura,2019-2020,18257,598
Ventura,2020-2021,16571,465
Ventura,2021-2022,14671,595
Ventura,2022-2023,14969,472
Ventura,2023-2024,16629,552
Victor Valley,2014-2015,16315,1156
Victor Valley,2015-2016,16340,1151
Victor Valley,2016-2017,16154,1274
Victor Valley,2017-2018,16556,1330
Victor Valley,2018-2019,16808,1613
Victor Valley,2019-2020,17594,1632
Victor Valley,2020-2021,13879,1094
Victor Valley,2021-2022,13857,1063
Victor Valley,2022-2023,17101,1221
Victor Valley,2023-2024,19817,1265
West Hills Coalinga,2014-2015,3918,186
West Hills Coalinga,2015-2016,4352,164
West Hills Coalinga,2016-2017,4999,209
West Hills Coalinga,2017-2018,5356,263
West Hills Coalinga,2018-2019,6789,241
West Hills Coalinga,2019-2020,6039,275
West Hills Coalinga,2020-2021,5785,234
West Hills Coalinga,2021-2022,5369,225
West Hills Coalinga,2022-2023,4527,218
West Hills Coalinga,2023-2024,5287,216
West Hills Lemoore,2014-2015,5790,189
West Hills Lemoore,2015-2016,5947,190
West Hills Lemoore,2016-2017,6127,274
West Hills Lemoore,2017-2018,6624,314
West Hills Lemoore,2018-2019,6930,332
West Hills Lemoore,2019-2020,6719,420
West Hills Lemoore,2020-2021,6162,379
West Hills Lemoore,2021-2022,5765,346
West Hills Lemoore,2022-2023,6230,402
West Hills Lemoore,2023-2024,6644,501
West LA,2014-2015,14930,505
West LA,2015-2016,16565,576
West LA,2016-2017,17850,673
West LA,2017-2018,19127,558
West LA,2018-2019,20680,639
West LA,2019-2020,21872,774
West LA,2020-2021,20171,630
West LA,2021-2022,16325,575
West LA,2022-2023,15609,693
West LA,2023-2024,16728,793
West Valley,2014-2015,15421,258
West Valley,2015-2016,16104,276
West Valley,2016-2017,15879,370
West Valley,2017-2018,13801,364
West Valley,2018-2019,14165,374
West Valley,2019-2020,13980,373
West Valley,2020-2021,12148,361
West Valley,2021-2022,11127,303
West Valley,2022-2023,11886,313
West Valley,2023-2024,13148,379
Woodland,2014-2015,3985,181
Woodland,2015-2016,4674,200
Woodland,2016-2017,6342,463
Woodland,2017-2018,6293,453
Woodland,2018-2019,6335,491
Woodland,2019-2020,6425,428
Woodland,2020-2021,5940,415
Woodland,2021-2022,5137,403
Woodland,2022-2023,5370,394
Woodland,2023-2024,6195,435
Yuba,2014-2015,9729,727
Yuba,2015-2016,10261,848
Yuba,2016-2017,9505,752
Yuba,2017-2018,8896,778
Yuba,2018-2019,8889,767
Yuba,2019-2020,8588,779
Yuba,2020-2021,8127,592
Yuba,2021-2022,7246,523
Yuba,2022-2023,7618,447
Yuba,2023-2024,8371,480
